# index, _pos
16303,"array([-157.96479565, 5688.49931171])"
16304,"array([ -574.85264872, -4497.85551406])"
16305,"array([-7120.06486995,  -103.38766458])"
16306,"array([3543.88208788, 4157.20388398])"
16307,"array([-4158.70701592,  4505.53927822])"
16308,"array([-4376.55121387, -4105.60006297])"
16309,"array([ 1978.92147309, -6508.50907662])"
16310,"array([284.05581412, 291.91858396])"
16311,"array([5968.10303394,  646.54303626])"
16312,"array([ 6247.70826183, -4310.11817444])"
16313,"array([ 2582.64118916, -3691.03127049])"
16314,"array([ 6243.7703592 , -4275.56761021])"
16315,"array([-3382.46655397, -4904.29310212])"
16316,"array([5460.80224822, 1244.45577727])"
16317,"array([3964.49439609,  -45.62148537])"
16318,"array([2081.71625138, 4376.325876  ])"
16319,"array([-225.95682974, 6150.43601479])"
16320,"array([2382.92742705, 1603.76736919])"
16321,"array([-4732.03741418,    19.83379758])"
16322,"array([1237.88743291, 7141.57553916])"
16323,"array([-1393.30270828,  4819.04566011])"
16324,"array([338.45039236, 537.38601391])"
16325,"array([  280.71979141, -4575.44051068])"
16326,"array([-2368.71734646,  2906.80492807])"
16327,"array([ 5299.80516962, -4134.40252682])"
16328,"array([-6372.75713378, -1130.57318054])"
16329,"array([-4674.89896442, -4757.79339171])"
16330,"array([-1295.02614808, -3330.88680855])"
16331,"array([-97.55542977,  16.59601312])"
16332,"array([-337.62605309,   84.63302351])"
16333,"array([ -84.57865626, -348.4961567 ])"
16334,"array([-558.13612273, -274.40835038])"
16335,"array([-194.71878387,  -98.41269871])"
16336,"array([506.50397709, 680.82765874])"
16337,"array([-3464.40269935,  4256.87401021])"
16338,"array([-1457.5814854 , -7308.90275145])"
16339,"array([4190.41409195,  471.9123499 ])"
16340,"array([-3115.10694908, -1286.32618397])"
16341,"array([ 2001.89505737, -5501.90354526])"
16342,"array([ 1931.59022862, -4341.05080273])"
16343,"array([ 689.77508969, 2939.9222639 ])"
16344,"array([ 5234.94121809, -1960.43861718])"
16345,"array([  16.14470203, 2212.14878247])"
16346,"array([1140.57829289, 4997.42366642])"
16347,"array([ 156.81188278, -280.53431915])"
16348,"array([-1071.532775  ,  -419.89616802])"
16349,"array([ -60.59655937, -120.82529017])"
16350,"array([2540.72538788, 3316.63132115])"
16351,"array([  -91.0047935 , -2275.35755239])"
16352,"array([ 435.34326993, -234.12092295])"
16353,"array([-1898.67336864,  2298.44425452])"
16354,"array([2170.44775821, 3166.09850713])"
16355,"array([  718.91245045, -4233.18335928])"
16356,"array([-4309.02133159, -3699.73126195])"
16357,"array([248.18062812, 494.63336833])"
16358,"array([6770.4230372 , -630.62841362])"
16359,"array([7313.86920019,  495.403647  ])"
16360,"array([6845.71480828, -433.27914672])"
16361,"array([-5735.71258327,  2249.11424706])"
16362,"array([-1395.56009897, -4386.47915146])"
16363,"array([2266.73310889, 6197.9681289 ])"
16364,"array([-4952.8301567 ,   102.22753965])"
16365,"array([-3835.14749716,  3756.94577315])"
16366,"array([-3501.87187762,  3248.45368866])"
16367,"array([ 548.69333265, 6608.76675225])"
16368,"array([263.34621969, 605.92076669])"
16369,"array([-3338.21967044, -2542.61460518])"
16370,"array([ 1696.56470661, -1937.00023174])"
16371,"array([5216.52166512, 2062.20397598])"
16372,"array([-4031.33361991,  -909.45550354])"
16373,"array([4796.35253608, 2813.38305822])"
16374,"array([-5773.00410819,  3202.70794585])"
16375,"array([2039.45376435, 3783.66339283])"
16376,"array([ 2759.35879665, -1975.29885634])"
16377,"array([ 4756.88724895, -3869.31563043])"
16378,"array([-4006.45942662,  3206.88771227])"
16379,"array([  688.84599335, -6080.00232618])"
16380,"array([-1284.63509832, -2012.41435023])"
16381,"array([2730.17260947, -474.39397238])"
16382,"array([ -171.8684882 , -4119.40442286])"
16383,"array([3303.05483075,  428.3918199 ])"
16384,"array([-2104.27681042,  6047.03763179])"
16385,"array([-1698.26958265, -3404.90294564])"
16386,"array([4203.05184027, 1557.83048152])"
16387,"array([-5151.64261968, -3766.09700172])"
16388,"array([-1144.08753801, -6639.22928241])"
16389,"array([249.31481912, 231.12348984])"
16390,"array([-7252.33690273, -1376.99536675])"
16391,"array([-2460.81379678, -3365.57323671])"
16392,"array([4480.73030685, 4608.08495159])"
16393,"array([227.10113791, 223.9516744 ])"
16394,"array([ 7199.39011644, -1421.41870518])"
16395,"array([3145.31835555, 5747.12084508])"
16396,"array([4176.97902804, 4319.3575214 ])"
16397,"array([5155.06730936, 3527.58242899])"
16398,"array([3689.74154527, 2981.35607843])"
16399,"array([-3375.85060168, -3379.56658411])"
16400,"array([-515.1512356 , 6462.30663893])"
16401,"array([ 5628.3196871 , -1961.28915725])"
16402,"array([ 6610.92081179, -2614.19049469])"
16403,"array([ 4339.9116908, -2292.799368 ])"
16404,"array([-3170.99425312,  6562.5418764 ])"
16405,"array([-3939.27454216,  6057.37370423])"
16406,"array([-5072.40166807,   675.98455802])"
16407,"array([ 1961.94859125, -3594.27205216])"
16408,"array([ -219.98678567, -5806.19710881])"
16409,"array([1805.95499715, 5022.57753385])"
16410,"array([ 5439.87810922, -1141.32356397])"
16411,"array([1473.06507432, 4062.89319443])"
16412,"array([-1253.17575149, -5094.8674769 ])"
16413,"array([  -99.64717929, -6902.31335021])"
16414,"array([208.88993146, 383.05988519])"
16415,"array([-665.58162561,  218.47066327])"
16416,"array([ 2761.01145616, -2634.38486617])"
16417,"array([1948.44276222, 3502.77222867])"
16418,"array([5084.04773868, 1003.66714977])"
16419,"array([ 833.35218649, 7430.39069641])"
16420,"array([-1998.48153918,  4698.73690257])"
16421,"array([-1944.75794459,  1958.00735302])"
16422,"array([-6975.07989949, -1750.14674107])"
16423,"array([-5299.20675417,  3835.54845298])"
16424,"array([  409.16094054, -2447.83533213])"
16425,"array([-362.77357719, 5455.01593548])"
16426,"array([3037.63145069, -687.27066144])"
16427,"array([4848.13905571, 4070.2417195 ])"
16428,"array([  49.52611177, 5704.89881138])"
16429,"array([273.16310249, 758.91695745])"
16430,"array([ 1477.38989167, -1377.67380263])"
16431,"array([-1084.06015787, -5527.78699352])"
16432,"array([ 3026.22576361, -1641.36359482])"
16433,"array([ 304.69622383, -643.55275489])"
16434,"array([3579.83543313, 6340.23891548])"
16435,"array([-4743.84703821, -2327.93095597])"
16436,"array([-2999.26845252,  4028.49580284])"
16437,"array([2062.18855447, 5710.96126891])"
16438,"array([2013.99606402, 6217.34374099])"
16439,"array([-3879.39186513, -4087.4080819 ])"
16440,"array([-3307.52304415, -4501.72138276])"
16441,"array([2327.1669687 , 4085.91449993])"
16442,"array([ 4401.60760577, -3130.71543527])"
16443,"array([ 1681.26527119, -5535.63130971])"
16444,"array([-2080.17075077,  -461.8548079 ])"
16445,"array([3376.65435787, 1493.5671891 ])"
16446,"array([ 3464.86578404, -3749.24397963])"
16447,"array([ 2079.91107189, -3960.31504893])"
16448,"array([4735.52336489, 5277.57067485])"
16449,"array([-2451.56483502,  3703.80452818])"
16450,"array([-1495.9756918 ,  5267.16412233])"
16451,"array([ -608.41358029, -4957.23385429])"
16452,"array([-1693.45479329,  1875.43492891])"
16453,"array([-4735.01635322,  5568.25230126])"
16454,"array([1187.83756866, 3795.85532953])"
16455,"array([1179.09763056, 3044.01497263])"
16456,"array([3887.8002587, 1231.6979278])"
16457,"array([  452.63525704, -6597.29895527])"
16458,"array([4608.85035641,  374.93253452])"
16459,"array([-3681.10031366,  2646.8754306 ])"
16460,"array([-5308.20405538,  1530.67101831])"
16461,"array([6539.21213662,  742.92501132])"
16462,"array([-1214.96984386,  4348.42617126])"
16463,"array([-2414.75187263, -6961.06108221])"
16464,"array([-3505.51483055,  1030.34098529])"
16465,"array([1955.32116661, 2948.58886621])"
16466,"array([4783.55151152, -643.79464432])"
16467,"array([-6240.68466962,  2307.27390656])"
16468,"array([ 5255.38099862, -2128.88309915])"
16469,"array([401.27048051, 289.17591052])"
16470,"array([ 4273.5643226 , -4159.17193148])"
16471,"array([-264.7288123,    7.050341 ])"
16472,"array([-1490.92549445,  3075.65363093])"
16473,"array([ 380.53864841, 3594.74807586])"
16474,"array([1297.21385135, 4293.56401745])"
16475,"array([-26.52259863, -10.71455075])"
16476,"array([ 5720.92411014, -4335.92322662])"
16477,"array([ -108.53061888, -6181.56344215])"
16478,"array([-3372.1343125 ,  5652.89018459])"
16479,"array([-5360.63948323,  -849.20298951])"
16480,"array([-6426.18439871, -1809.55864397])"
16481,"array([4497.75902713,  707.85607261])"
16482,"array([348.74606085, 451.33395251])"
16483,"array([561.21723452, 589.7718462 ])"
16484,"array([-6075.11628584,  4514.36450996])"
16485,"array([-210.78094099,  209.33417201])"
16486,"array([-353.16847078,  537.05938731])"
16487,"array([5373.8173259 , -101.49730634])"
16488,"array([6629.50644381, -910.14896468])"
16489,"array([-7123.11002388, -1954.95630333])"
16490,"array([ -165.81296551, -5164.23061167])"
16491,"array([-2829.34622079,  2072.6479279 ])"
16492,"array([1598.22109042, 3270.44954436])"
16493,"array([ 2608.28248747, -3154.65131507])"
16494,"array([ 4549.16575002, -5759.13911122])"
16495,"array([212.57324413, 564.79216969])"
16496,"array([-701.44763395, -727.24371143])"
16497,"array([3442.42388521, 6175.17992568])"
16498,"array([-82.59260921, 186.28952509])"
16499,"array([3978.75642474,  557.16191483])"
16500,"array([-5528.37774263,  1971.99034849])"
16501,"array([-3540.64179693, -3782.61230361])"
16502,"array([ 7122.52964267, -2271.78067087])"
16503,"array([-3099.97930862,   281.35719619])"
16504,"array([7311.47617007, 1324.6030477 ])"
16505,"array([1091.74397669,  479.03802168])"
16506,"array([ 59.30727519, 470.53817056])"
16507,"array([-2682.83741601,  6594.02668425])"
16508,"array([-2513.41825833, -1371.41681718])"
16509,"array([6288.5120461 , -135.37590951])"
16510,"array([-6315.73340734,  3168.54463708])"
16511,"array([-284.09023112,  710.74182089])"
16512,"array([-4443.51752745,  1401.97782381])"
16513,"array([-668.21017324,  503.11680736])"
16514,"array([-4686.15667222, -2160.37744864])"
16515,"array([-2453.79264531,  4597.79236497])"
16516,"array([ 3668.95011556, -2286.43828399])"
16517,"array([ 1555.39684241, -4840.90003631])"
16518,"array([1486.43952256, 4532.80822431])"
16519,"array([-2069.48975853,  3497.29672986])"
16520,"array([-2323.31722955,  4396.57455758])"
16521,"array([153.23672691, 691.07564703])"
16522,"array([5525.19934914, 1614.79452048])"
16523,"array([-1524.20093366, -6505.46588918])"
16524,"array([1291.86928506, 3699.15975218])"
16525,"array([  437.61394481, -3806.67088598])"
16526,"array([7386.32662676,  971.54768334])"
16527,"array([-4932.39217793,  4461.98230944])"
16528,"array([2271.4138224 , 4239.57653422])"
16529,"array([  540.03876444, -4774.9411148 ])"
16530,"array([-3985.29572165,  3737.35183624])"
16531,"array([ 4604.242936  , -1603.80568821])"
16532,"array([-3598.59413055,  6615.08732855])"
16533,"array([ -696.78418182, -6384.55916472])"
16534,"array([-2001.39511345, -5993.03269543])"
16535,"array([ 2894.29831724, -1430.22353868])"
16536,"array([4127.56600051, 5333.01610931])"
16537,"array([3628.09588695, 3053.13354926])"
16538,"array([-4250.99299496,   922.70789729])"
16539,"array([-4464.91113098,  3056.25729349])"
16540,"array([1476.70680143, 2911.52468975])"
16541,"array([  729.68483343, -2801.51183254])"
16542,"array([-3104.33438242, -3764.79593627])"
16543,"array([-548.36074343,  433.78600143])"
16544,"array([3095.64880976, 2584.76375617])"
16545,"array([562.87808316,  62.00641335])"
16546,"array([-4573.47529196, -1172.24710471])"
16547,"array([1455.77950949, 4290.94183181])"
16548,"array([-3385.87361377,  4247.64750863])"
16549,"array([-1102.83853678,  3894.21483683])"
16550,"array([-2099.04561799, -3969.77450315])"
16551,"array([1564.2085539 , 5973.78092474])"
16552,"array([  955.8453725 , -5828.81918072])"
16553,"array([-496.06792074,  382.74500007])"
16554,"array([-577.13963998,  323.00005276])"
16555,"array([2840.49880894, 4588.5228419 ])"
16556,"array([3741.61955122,  -95.25533502])"
16557,"array([3767.56435527,  169.7948931 ])"
16558,"array([ 5647.80501737, -4426.88185422])"
16559,"array([-7022.29964569,  1594.11898103])"
16560,"array([  73.89748119, 3508.45927192])"
16561,"array([4355.40851626, 3614.22846102])"
16562,"array([-5174.21721776,  1654.66187257])"
16563,"array([-621.36222513,  482.98940446])"
16564,"array([ 712.05285733, 5870.86837457])"
16565,"array([-504.13684701,  366.376818  ])"
16566,"array([-2176.48687988,  4468.60655512])"
16567,"array([-4787.43761759,  -389.85322414])"
16568,"array([-172.9258187 , -205.44955026])"
16569,"array([-2849.44902352, -3439.53335921])"
16570,"array([ 332.68344442, -629.88592721])"
16571,"array([-451.43664476, 2384.65305326])"
16572,"array([ 5470.75739311, -2919.90002211])"
16573,"array([-2889.83719658,  3855.31292473])"
16574,"array([-3304.61766127,  5257.34296348])"
16575,"array([-117.74700055,  584.02722734])"
16576,"array([193.10968229, 314.36795782])"
16577,"array([ 874.14172099, 4584.13452653])"
16578,"array([-2564.08163153, -3664.92482463])"
16579,"array([-2245.11188049,  7331.07731005])"
16580,"array([ 4557.2596074 , -1529.85370945])"
16581,"array([-3766.19330254,  3245.97632516])"
16582,"array([ 1534.42047529, -7211.04347601])"
16583,"array([-1296.44790111, -1500.07254843])"
16584,"array([  72.81775516, -429.71610742])"
16585,"array([-5092.02621952, -2483.84344425])"
16586,"array([-2464.32783391,  5678.64532741])"
16587,"array([-5646.54158773,   450.99041118])"
16588,"array([ 5236.19044345, -1728.14913784])"
16589,"array([-624.52421499,  -43.58747024])"
16590,"array([ 607.71622685, -460.79267036])"
16591,"array([-2195.44224444,   422.03882666])"
16592,"array([-2720.48775474,  5255.32392024])"
16593,"array([ -527.72678107, -5545.75360653])"
16594,"array([ 235.15935394, -106.78648285])"
16595,"array([  918.59417108, -3434.33993349])"
16596,"array([-5381.42522739, -1075.4098498 ])"
16597,"array([-4917.75006422, -2360.48691352])"
16598,"array([692.49369283, 669.60755787])"
16599,"array([4791.86373135, 3463.84831234])"
16600,"array([ 1430.20185072, -3126.89758286])"
16601,"array([-3573.57161667, -1008.85420162])"
16602,"array([ 1959.37763328, -5970.05685119])"
16603,"array([-4054.36594091,  1195.86302467])"
16604,"array([5295.64541859, 1929.36981556])"
16605,"array([2295.29367855, 1529.03375327])"
16606,"array([-2590.07581052,  2708.51569804])"
16607,"array([ 306.17394565, -323.80404548])"
16608,"array([-93.11597208, 680.39664718])"
16609,"array([-5246.57100218, -1957.43657665])"
16610,"array([ 2644.16188611, -3902.45712666])"
16611,"array([107.06981264, -49.85045084])"
16612,"array([-1194.2169095,  6655.8497209])"
16613,"array([5609.69029767, 1307.19701257])"
16614,"array([ 3167.52153912, -5302.84643436])"
16615,"array([-3718.54899849, -3210.70027792])"
16616,"array([-2065.60466959, -5502.64754014])"
16617,"array([-5151.7788387 ,   633.77968785])"
16618,"array([ 2159.99829738, -4658.47765106])"
16619,"array([ 2394.92638291, -5973.27919635])"
16620,"array([ -235.33987181, -2683.80433613])"
16621,"array([ -290.13812116, -2714.6105891 ])"
16622,"array([ 6446.30761163, -2727.52201028])"
16623,"array([ 6462.34290463, -1137.38650311])"
16624,"array([  53.5072732 , -671.78110112])"
16625,"array([ 4347.00710008, -4351.42589415])"
16626,"array([5339.62987074, 3246.64702069])"
16627,"array([4198.43133118, -703.29566965])"
16628,"array([ 6397.82098852, -1490.32391654])"
16629,"array([2291.67379032, 3736.92168847])"
16630,"array([ -21.24793705, 5551.85318389])"
16631,"array([-1146.33363224, -3747.30723926])"
16632,"array([-7528.51990551,    89.04556442])"
16633,"array([-1519.52254355, -6265.39067329])"
16634,"array([6317.0249053, 2097.8352454])"
16635,"array([ -375.72024471, -5179.90305834])"
16636,"array([-1779.09893209, -6431.47594408])"
16637,"array([-2213.28504185, -1503.35891636])"
16638,"array([  -93.21683667, -4084.64297512])"
16639,"array([-2732.85177651,  2368.4989404 ])"
16640,"array([210.69966882, 313.56327936])"
16641,"array([-3785.89805116,  1319.83403966])"
16642,"array([ 1715.34076236, -3153.03156788])"
16643,"array([-4510.48721288,  3594.33588844])"
16644,"array([-2.74249087, -1.93808326])"
16645,"array([  582.63596338, -2126.10296554])"
16646,"array([ 2468.28904043, -2540.27769316])"
16647,"array([-255.95736932,  336.86309784])"
16648,"array([  941.46577073, -1910.48664276])"
16649,"array([-185.77557444,  160.65749493])"
16650,"array([4237.26529665,  247.10241839])"
16651,"array([ 2580.92779827, -1127.74206664])"
16652,"array([5979.51907847, -229.11240639])"
16653,"array([ 5952.39499561, -2461.93057708])"
16654,"array([-138.68490695,  488.68990747])"
16655,"array([2152.63046275, 2459.48334544])"
16656,"array([ 2006.10022725, -1922.60282262])"
16657,"array([5806.88543391, 1270.35987734])"
16658,"array([ -878.9176122 , -2132.65067193])"
16659,"array([-463.1310724 ,   24.72085426])"
16660,"array([ 1843.75028798, -5511.20809079])"
16661,"array([7499.26328059, -673.81898412])"
16662,"array([-6840.56805208, -1561.0330197 ])"
16663,"array([-2529.60174822,  1385.32436238])"
16664,"array([6803.78967756,  965.79023625])"
16665,"array([-1780.21965062,  3667.02797163])"
16666,"array([  774.0819991 , -7168.54054438])"
16667,"array([6500.95263968, 1501.10456992])"
16668,"array([5351.43150373, -572.75784868])"
16669,"array([ 2883.63694409, -1186.41625004])"
16670,"array([ 3795.49611271, -5772.527811  ])"
16671,"array([ 5596.29145141, -2704.33379154])"
16672,"array([-5331.35231853,  2051.68031943])"
16673,"array([-3697.48658279,  2447.58650925])"
16674,"array([ 233.83585005, -205.40293979])"
16675,"array([ -47.81450216, -471.87151013])"
16676,"array([ -10.89261168, -250.27239172])"
16677,"array([-2176.38857133,  5305.87587723])"
16678,"array([-2424.19374879,  -483.18692373])"
16679,"array([-3853.45608168,  2656.84594904])"
16680,"array([2965.62392929, -469.26874635])"
16681,"array([ 1931.96738814, -1967.29723317])"
16682,"array([-4139.31663391,  2182.33777523])"
16683,"array([ 4808.97662258, -4376.01083002])"
16684,"array([ 3508.33787329, -2008.69074127])"
16685,"array([    7.75284938, -4776.00658018])"
16686,"array([-2832.23594729,   832.37442172])"
16687,"array([3226.99237208,  455.78014259])"
16688,"array([-4508.62161618, -1036.29645104])"
16689,"array([2565.37513263, 3858.70367293])"
16690,"array([1673.39260992, 5843.85067115])"
16691,"array([-6229.78925433,  2872.29774184])"
16692,"array([3737.61925486, 6762.31580704])"
16693,"array([-4909.09696351,  5216.43634176])"
16694,"array([ 239.71013466, -247.72969388])"
16695,"array([-7369.50662707,   611.36860333])"
16696,"array([ 289.41123228, -289.59713708])"
16697,"array([ 3152.19839671, -5804.47428917])"
16698,"array([-3972.91780224,  -256.45661529])"
16699,"array([ 6437.78771162, -1232.27480295])"
16700,"array([-2686.84741384,  -962.77651283])"
16701,"array([4450.36115744, -595.01109718])"
16702,"array([1371.46033158, 3690.79498367])"
16703,"array([  528.60262563, -2802.61227571])"
16704,"array([-1997.79120846, -5115.02678998])"
16705,"array([-3366.56569847, -5952.50820747])"
16706,"array([5859.1173191 , 2918.26960689])"
16707,"array([-6561.32915351,  2374.09965316])"
16708,"array([ 68.6351448, 167.6051809])"
16709,"array([-4500.9839284 , -3265.26525471])"
16710,"array([ 2338.11364342, -3513.43232356])"
16711,"array([  402.61466571, -3990.77674234])"
16712,"array([3158.70215384, 2638.6194727 ])"
16713,"array([-4577.92866826, -4409.32125973])"
16714,"array([3119.80114306, 1047.21519941])"
16715,"array([-3512.71307918, -2245.72292997])"
16716,"array([ 2121.65083662, -1115.51351856])"
16717,"array([-320.51029986,  556.77567602])"
16718,"array([776.2883501, 809.2210063])"
16719,"array([-547.84227332,  -75.37281997])"
16720,"array([ 3106.4095468 , -4280.04400132])"
16721,"array([ -61.3466222, 4641.3406029])"
16722,"array([ 163.81527186, -113.79060207])"
16723,"array([ 1471.4162372 , -3286.47120024])"
16724,"array([-2508.0564296 ,  4436.70626819])"
16725,"array([6713.10977709,  231.64328727])"
16726,"array([ 180.68594768, -173.84607226])"
16727,"array([ 98.06818059, 261.26534719])"
16728,"array([ 889.59766333, 2270.08493839])"
16729,"array([  57.58296484, -170.2182919 ])"
16730,"array([ 628.0537677 , -421.75525054])"
16731,"array([-4071.32757942,  -465.94450948])"
16732,"array([4509.12245606, -242.25438244])"
16733,"array([ 4311.23208744, -4604.53146496])"
16734,"array([ 3883.21542526, -1777.37514752])"
16735,"array([  433.49228817, -3503.04365437])"
16736,"array([ 4496.35321917, -4062.42272487])"
16737,"array([1678.77764722, 6284.10394452])"
16738,"array([-4381.06736792,  6247.02642502])"
16739,"array([3347.80225905, 5371.98247562])"
16740,"array([-2814.82285323,  -866.58472239])"
16741,"array([409.18449229, -95.75534793])"
16742,"array([-272.32760312,  391.86132074])"
16743,"array([-288.10273045,  240.96129704])"
16744,"array([-1346.63651426,  5546.22476268])"
16745,"array([6129.62187275, 2426.4112915 ])"
16746,"array([3691.36190269, 2768.65064946])"
16747,"array([-227.8567189 ,  412.05972514])"
16748,"array([1943.14880274, 4978.38072386])"
16749,"array([527.68957611, 519.44152639])"
16750,"array([ 3809.68340135, -1071.18906252])"
16751,"array([ 710.62124814, -198.47597943])"
16752,"array([-6989.39264743,  -662.07202987])"
16753,"array([-2846.30225571, -2954.61436238])"
16754,"array([ -65.55969201, -494.4694518 ])"
16755,"array([104.79484979, 628.62313135])"
16756,"array([-354.84509738,  514.15344059])"
16757,"array([-3917.80162044,  1697.76756832])"
16758,"array([3201.99752949, 1034.01854159])"
16759,"array([ 5341.37640946, -2536.42872095])"
16760,"array([6731.61704744, 3752.18950395])"
16761,"array([-1544.86655819, -5845.39395421])"
16762,"array([ 4688.54454817, -2419.23700412])"
16763,"array([ 4157.43389628, -5117.66019397])"
16764,"array([-2276.61218469, -2140.46794513])"
16765,"array([ 49.65274037, 332.47633089])"
16766,"array([-214.25249909, -329.2605803 ])"
16767,"array([1837.41063071, 5100.05248354])"
16768,"array([ 2501.9142705 , -2919.14130395])"
16769,"array([ 1270.1598167 , -5780.54594373])"
16770,"array([-327.75940867, -193.21069659])"
16771,"array([ 644.72468053, 4699.58233679])"
16772,"array([-6514.34658105,  -637.74176795])"
16773,"array([-3031.95520059,  4410.44122527])"
16774,"array([ 790.07386038, 4282.6063719 ])"
16775,"array([7073.40468882, 1019.39996612])"
16776,"array([-5759.77571476,   131.53286418])"
16777,"array([4133.53532421, 2441.74047204])"
16778,"array([619.99494488, 196.15978468])"
16779,"array([ 388.37072502, -281.02585746])"
16780,"array([-4344.11533114,  4441.13453241])"
16781,"array([2391.79475249, -518.44706638])"
16782,"array([-4799.31508371, -2261.04366949])"
16783,"array([-2099.64106857, -4585.17715369])"
16784,"array([ 3226.86452274, -1490.89378653])"
16785,"array([-3497.13461038,  4181.68866044])"
16786,"array([ 4173.4018303 , -2484.95057249])"
16787,"array([-4787.13155395, -5605.50318394])"
16788,"array([1171.65813326, 4831.00806211])"
16789,"array([4881.21383036, 1735.40552827])"
16790,"array([-3184.53513728,  -256.88257859])"
16791,"array([-3698.56241651,  4318.07472329])"
16792,"array([1043.57381532, 3442.16779229])"
16793,"array([ 4480.97128849, -4632.78173485])"
16794,"array([ 6790.83843277, -2601.63821214])"
16795,"array([6133.4585146 , -321.03237602])"
16796,"array([-3954.9641746 ,  5476.45779251])"
16797,"array([-5843.99974406,   962.75685089])"
16798,"array([6388.89954091, 3625.3232185 ])"
16799,"array([-1217.91171625, -7102.88206024])"
16800,"array([-321.12117823, -514.51244132])"
16801,"array([-591.19288041, -139.9258779 ])"
16802,"array([-2770.06738648,  -222.24681072])"
16803,"array([-87.31353103, 855.92404592])"
16804,"array([-2678.16818511,  1901.93321034])"
16805,"array([2940.87502922, 1403.10656615])"
16806,"array([-2954.95622666, -2874.75081672])"
16807,"array([ 2768.28748831, -6549.28645905])"
16808,"array([-1704.31648776,  3347.16970115])"
16809,"array([-5566.94358544,  3151.81728625])"
16810,"array([4809.79286341, 3995.50139515])"
16811,"array([-3872.61971904,  4180.29733117])"
16812,"array([3644.48634732, 2608.61988719])"
16813,"array([ 4969.37371246, -3729.71295864])"
16814,"array([ 959.87383991, 4257.954312  ])"
16815,"array([ 4829.72362041, -1261.06815994])"
16816,"array([-1640.29621829, -4456.69071381])"
16817,"array([-97.86589561,  38.57875356])"
16818,"array([-2485.00729318, -1143.59667065])"
16819,"array([533.0264179 ,  65.72800404])"
16820,"array([ 2218.76361891, -4745.84728474])"
16821,"array([-4737.06157292,  1280.29222859])"
16822,"array([-3389.64958306,  2497.23555782])"
16823,"array([-1201.95048698,  4163.34496173])"
16824,"array([5539.76871695, 4742.10679881])"
16825,"array([-3635.14678884,  5813.65652754])"
16826,"array([-4207.89037489, -5422.30426785])"
16827,"array([-1496.93771495, -5765.3985674 ])"
16828,"array([-4545.93477698, -2206.09624286])"
16829,"array([-5282.30496244, -3679.15673377])"
16830,"array([4224.99536999, -991.26401656])"
16831,"array([ 31.7415938 , 580.76787769])"
16832,"array([-5429.59969711,  -372.47803039])"
16833,"array([ 2598.94016879, -4067.90376721])"
16834,"array([-281.99896532,  794.03001613])"
16835,"array([909.90570409, -55.1276803 ])"
16836,"array([3447.52928516, 1700.37639902])"
16837,"array([-197.38215009,  277.43735423])"
16838,"array([5217.7853352 , 2423.48847545])"
16839,"array([-4099.04671324, -4924.74450158])"
16840,"array([-6360.03453303, -1550.22662152])"
16841,"array([-3209.86286783,  4539.26017028])"
16842,"array([-5741.69856233,  1087.54937649])"
16843,"array([ 2481.36989912, -3074.00999853])"
16844,"array([ 1991.34820638, -5413.26711478])"
16845,"array([  -35.9105944 , -2128.21571774])"
16846,"array([-1690.21485149,  2191.4040566 ])"
16847,"array([5742.36749305, 3382.87868222])"
16848,"array([4636.08370889, 2004.32927448])"
16849,"array([3186.40272127,  387.44368331])"
16850,"array([3741.58702203, 3418.16865294])"
16851,"array([-2443.84444299,  3183.60639271])"
16852,"array([ 5416.79636779, -1578.10604897])"
16853,"array([-301.23178533,  620.1500049 ])"
16854,"array([-2281.43638279,  2145.23797641])"
16855,"array([ 1490.19743593, -3071.75992649])"
16856,"array([ 1741.50130124, -1683.91261265])"
16857,"array([ 6164.37502083, -1422.58120218])"
16858,"array([-213.76808496,  -74.00319924])"
16859,"array([ 1917.53738555, -3158.03802988])"
16860,"array([3898.37879119, 2129.02621221])"
16861,"array([2115.26674993, 3992.36413706])"
16862,"array([-4515.62264424, -5819.20313408])"
16863,"array([-2521.93823227,  2412.7134882 ])"
16864,"array([-6914.02244537,  1743.49268052])"
16865,"array([ 3606.75566187, -1046.6291629 ])"
16866,"array([-2120.27400498,  4063.27075126])"
16867,"array([-6335.92383865, -2249.86778473])"
16868,"array([-288.85969091, 4675.46235885])"
16869,"array([-5584.77168319,  1050.31949757])"
16870,"array([-4122.87821991,  1372.41167997])"
16871,"array([-5507.69522524,   -73.80896342])"
16872,"array([-263.49433211,  174.16817795])"
16873,"array([6631.02394294,  675.63832064])"
16874,"array([ 1741.58363713, -2364.37441397])"
16875,"array([-4063.78480537, -3652.43048055])"
16876,"array([ 159.76865091, -127.23244568])"
16877,"array([531.84966457, 480.02196974])"
16878,"array([ 3439.65864419, -1409.92926447])"
16879,"array([-5669.13008859,  2675.12753548])"
16880,"array([-2047.87135082,  6203.17671606])"
16881,"array([286.2886961 , 151.34614322])"
16882,"array([-521.13333974, -103.42178906])"
16883,"array([-5742.0580402 , -3722.62033208])"
16884,"array([-4731.7667325 ,  4637.63342689])"
16885,"array([-2200.73163179, -3249.84182604])"
16886,"array([ 4688.91862806, -3245.21422023])"
16887,"array([4153.8195034 , 2040.42727495])"
16888,"array([771.55976329, 240.47827705])"
16889,"array([193.50365746, 293.77612357])"
16890,"array([337.76296559, 684.70572045])"
16891,"array([-2533.38029325,  3608.7734047 ])"
16892,"array([-2243.82546132, -1636.65384031])"
