# index, _pos
28733,"array([7098.24762399, 1922.78953343])"
28734,"array([-3595.07037789, -1323.49755827])"
28735,"array([-5759.61059259, -5245.21396629])"
28736,"array([-6277.54563088,  3344.42375339])"
28737,"array([936.5715126 , -88.92368567])"
28738,"array([  770.98324111, -1008.02956207])"
28739,"array([-2053.32494285, -1765.91254928])"
28740,"array([-7750.70813225,  6103.13939942])"
28741,"array([ 2323.00665145, -3463.25094987])"
28742,"array([-4401.74981571,  1766.70403985])"
28743,"array([-116.54026026,  512.15364228])"
28744,"array([-3265.30052571, -7002.09626968])"
28745,"array([503.25022491, 531.60428831])"
28746,"array([-469.12438685,  480.07384405])"
28747,"array([ 8436.86318099, -3871.22718925])"
28748,"array([-4868.68541874,  4471.6407967 ])"
28749,"array([-6164.95624612, -5653.09197743])"
28750,"array([-1867.44685384,  6452.88107958])"
28751,"array([-8385.07660356,  3222.3692276 ])"
28752,"array([-5837.29952773, -3594.99557896])"
28753,"array([874.24477169, 466.52298068])"
28754,"array([-2389.00323634, -3289.49640095])"
28755,"array([4747.54527777, 2994.11771984])"
28756,"array([ -33.2928871, 4786.4668351])"
28757,"array([ 8793.83676778, -2901.56493375])"
28758,"array([1248.06284928, 3639.16142456])"
28759,"array([  78.77399019, 1079.16959378])"
28760,"array([10999.6510055 , -2025.37712593])"
28761,"array([-2823.08111665,  1146.3739236 ])"
28762,"array([ 6572.7512846 , -7373.19814726])"
28763,"array([-1902.40537087, 10576.35097853])"
28764,"array([ 1948.93221071, -8979.91117873])"
28765,"array([ 4893.89558897, -4461.75064059])"
28766,"array([3694.55908045, 5320.5620726 ])"
28767,"array([4595.52540687, 1626.42647292])"
28768,"array([-7491.75498231,   918.5246956 ])"
28769,"array([6363.59668255, -795.47122058])"
28770,"array([-8847.29933318,  -195.88898164])"
28771,"array([-4510.77364542,  2768.81010239])"
28772,"array([1162.63151992, 3895.52644681])"
28773,"array([-1377.66908984,  5549.40063092])"
28774,"array([-641.92463488, 2488.52555579])"
28775,"array([3106.28934554, 6007.40164656])"
28776,"array([-6466.60174384, -6068.18620157])"
28777,"array([ 1337.50521326, -3380.71432666])"
28778,"array([-7080.92601424,  5429.25156142])"
28779,"array([439.30800872, -64.36489789])"
28780,"array([8303.55886938, 2412.88479618])"
28781,"array([4117.84326457, 4669.3176889 ])"
28782,"array([-6984.73071966,  8262.05784541])"
28783,"array([ 864.11976924, 5411.88143863])"
28784,"array([1869.2308182 , 3595.39695226])"
28785,"array([-2435.40228798, -5578.73229977])"
28786,"array([ 8027.56848181, -4275.24396349])"
28787,"array([9014.56239367, 4394.90380434])"
28788,"array([-4933.25546039, -6898.40915995])"
28789,"array([ 291.10987915, 6541.33278685])"
28790,"array([-8990.05074369, -3698.63160602])"
28791,"array([ 2676.97296904, 10076.1666918 ])"
28792,"array([2854.14734334, 2758.01749   ])"
28793,"array([ 942.1316978 , 9176.53898017])"
28794,"array([9469.77104389, 1342.29605672])"
28795,"array([-2082.10006421, -6898.74234841])"
28796,"array([ 5.13366865e+00, -7.18693618e+03])"
28797,"array([-5109.33397919, -3262.56904668])"
28798,"array([-3165.4286281 ,  1912.26395871])"
28799,"array([ 4598.6828546 , -1710.49509497])"
28800,"array([-6193.64747071, -7999.80832909])"
28801,"array([-6153.40199113,  6507.72459977])"
28802,"array([-608.83528451, 3233.78500067])"
28803,"array([10162.83478737,  2324.52766481])"
28804,"array([-6489.81915348, -1971.64612356])"
28805,"array([-5662.68408002,  8189.77569648])"
28806,"array([-7093.96223986,  6914.92657187])"
28807,"array([-1959.37436106, -4623.47511273])"
28808,"array([-8465.86258785, -6256.23815937])"
28809,"array([-1057.69252623,  3238.83214453])"
28810,"array([-9294.4521025 , -4425.82838017])"
28811,"array([4854.03281497, 5108.97255293])"
28812,"array([-6371.1457765 , -6362.62089974])"
28813,"array([-6535.22818537,  4850.25000643])"
28814,"array([ 6026.54589141, -8770.35823523])"
28815,"array([-2860.58132633, -7467.48663979])"
28816,"array([ 2870.72695582, -7984.6727379 ])"
28817,"array([8219.40569341, 2533.38539605])"
28818,"array([6754.61219298, 6416.91784005])"
28819,"array([ 842.12605759, 6111.82345942])"
28820,"array([-7250.67978899, -6860.7231087 ])"
28821,"array([ 2846.95000337, -1763.86551298])"
28822,"array([5511.6204878 , 3836.94396928])"
28823,"array([ 3803.68476581, -1498.47311671])"
28824,"array([-4677.2213549 ,  6077.00168343])"
28825,"array([-3982.55846425,  3666.12130917])"
28826,"array([-8356.70333493, -5944.96585119])"
28827,"array([ 3629.64045116, -3926.18097243])"
28828,"array([-5863.46212611, -6994.21978365])"
28829,"array([4023.07105163, 2284.57050141])"
28830,"array([ 4477.31472085, -7915.23256747])"
28831,"array([-8059.44531526,  1978.38066851])"
28832,"array([ 6421.06799516, -4549.22307377])"
28833,"array([4591.45243815, 5886.06301274])"
28834,"array([-9503.12477274,  1603.22891472])"
28835,"array([-4208.53216884,  3405.45414225])"
28836,"array([-6014.82529527, -5736.91507884])"
28837,"array([505.60568057, 791.74786651])"
28838,"array([2655.85144882, 3136.2722044 ])"
28839,"array([5152.91128623, -548.22129   ])"
28840,"array([-2993.43865362,  4194.63153938])"
28841,"array([6828.69510047,  995.1375644 ])"
28842,"array([ 2041.63484075, -6240.54849818])"
28843,"array([6559.33123564, 6881.56042686])"
28844,"array([-7309.75943698, -4621.62967622])"
28845,"array([-3428.77499145,   179.25945036])"
28846,"array([9817.7262869 ,  225.10412727])"
28847,"array([-17.89600234,   0.25722892])"
28848,"array([5805.67202293,  257.58821502])"
28849,"array([ 712.99279534, 1491.5411433 ])"
28850,"array([575.42354774, 123.64186319])"
28851,"array([-612.64521597, 1315.70819396])"
28852,"array([ -674.96596188, -3891.54758522])"
28853,"array([5730.39327165, 8233.06018293])"
28854,"array([-7711.30366073,  1814.39068993])"
28855,"array([7421.18940876, 2668.37315623])"
28856,"array([ 4271.60970941, -7149.18127472])"
28857,"array([ 271.3002896 , -203.26164744])"
28858,"array([1528.36648849, -844.609036  ])"
28859,"array([-4440.89554791,  5758.3831819 ])"
28860,"array([-1591.54280949, -4963.81229134])"
28861,"array([-276.8525851 , -779.49402504])"
28862,"array([8173.796638  , 6093.08168756])"
28863,"array([-1644.18955447, -9758.16718404])"
28864,"array([-6983.85406118, -4136.33035248])"
28865,"array([-8917.51072394,  2924.13568648])"
28866,"array([-4730.6846466 , -5584.29580802])"
28867,"array([-6257.74287415,  2767.15947141])"
28868,"array([5349.11603536, 3039.80859949])"
28869,"array([-4334.17812712, -4585.75536702])"
28870,"array([ 7260.28274039, -4028.34241192])"
28871,"array([8062.64531513, -138.25159496])"
28872,"array([6518.61331454, 2803.0947061 ])"
28873,"array([ -146.64677564, -5507.35592451])"
28874,"array([ 4694.29585903, -1037.2344954 ])"
28875,"array([-1721.0501881 , -2486.07543572])"
28876,"array([2083.05353123, 6455.29727462])"
28877,"array([ 7804.5614912 , -4944.65005934])"
28878,"array([ 8688.54754785, -6746.25343563])"
28879,"array([535.59522113, 423.44807704])"
28880,"array([1226.26615562, -221.1221367 ])"
28881,"array([ 626.80237021, -492.85772106])"
28882,"array([ 356.4474568 , 1638.76553538])"
28883,"array([ -798.2761151, -5413.9645765])"
28884,"array([-6947.11343597,  2018.79141062])"
28885,"array([2426.23277358, 8641.67600305])"
28886,"array([-8127.39794328,  1119.33798007])"
28887,"array([-1059.22459502, -4177.18048582])"
28888,"array([6862.24643996, 1653.61303584])"
28889,"array([-1611.18011441, -1744.32918279])"
28890,"array([-3657.38716212,  -924.14299542])"
28891,"array([3285.78392241, 8060.85736313])"
28892,"array([-7119.64619875, -3972.15179974])"
28893,"array([-3697.94460313,  6081.99210159])"
28894,"array([-3425.35755886, -4913.05388384])"
28895,"array([-2550.18525687, -3154.69214551])"
28896,"array([-1807.58203893,  8186.825468  ])"
28897,"array([-2560.90927466, -3496.87223515])"
28898,"array([-5533.80140757, -2062.39103836])"
28899,"array([4507.22695795, 7987.12918906])"
28900,"array([-226.2746908 , -191.52395014])"
28901,"array([ 1762.70853274, -5942.02120034])"
28902,"array([3347.84875336, 1434.36231599])"
28903,"array([-5485.94432214,  2771.57479237])"
28904,"array([ -734.25055796, 10074.43359199])"
28905,"array([1195.45243881, 5961.80950892])"
28906,"array([-5048.46735472,  2462.03786052])"
28907,"array([ 978.52709999, 3369.51168044])"
28908,"array([-2562.90546881,  5915.96056549])"
28909,"array([5870.80187338, 5262.88530188])"
28910,"array([ 6810.72571053, -3635.84775129])"
28911,"array([-6716.81836455, -7342.58418247])"
28912,"array([-2552.00524755,  9914.60520893])"
28913,"array([-10697.89911389,    543.84288939])"
28914,"array([2830.14833535, 5610.82279789])"
28915,"array([8976.43112601, 5261.27863471])"
28916,"array([-7968.85273165, -3714.27682908])"
28917,"array([-5292.89338537, -2387.1804768 ])"
28918,"array([-8754.61243878, -1921.26775066])"
28919,"array([8122.2951643 ,  -87.73283717])"
28920,"array([  430.04497934, -8107.10179653])"
28921,"array([-3428.61638138,  3462.44011204])"
28922,"array([ 4597.51054822, -5697.35794834])"
28923,"array([-4215.19103259, -4794.36966865])"
28924,"array([-284.45308283, 9571.02191604])"
28925,"array([8898.93776777, 5785.92687763])"
28926,"array([-1411.62396708, -3563.07165935])"
28927,"array([ 1906.93175494, -2955.21644068])"
28928,"array([9521.0056172 ,  -28.47614368])"
28929,"array([3385.20937019, 4778.8385864 ])"
28930,"array([-5427.77302762,   455.42914588])"
28931,"array([-4404.05225389,  4085.69311605])"
28932,"array([ 3737.84480772, -8243.84234726])"
28933,"array([-8521.36713259,  2635.56120313])"
28934,"array([ 3278.95704595, -7124.94312435])"
28935,"array([ 5047.84042697, -7245.17929625])"
28936,"array([ 2538.20234926, -3429.40010092])"
28937,"array([ 2955.95323901, -9492.91329356])"
28938,"array([-2591.63182984, -6613.48783618])"
28939,"array([-9161.08734869,  1029.11912314])"
28940,"array([5659.18798619,  282.12696128])"
28941,"array([2099.20549689, 8636.15232806])"
28942,"array([5418.92114551, 6385.98370255])"
28943,"array([-6467.04357804, -4957.46206951])"
28944,"array([3735.17990915, 8657.0012754 ])"
28945,"array([6414.28089562, 5665.01147446])"
28946,"array([ 8144.08896934, -2372.29191739])"
28947,"array([-9387.85360766, -3437.334987  ])"
28948,"array([-8536.99078433, -1014.80145951])"
28949,"array([-3211.87270013, -4715.04619673])"
28950,"array([ 639.70204958, -709.84715094])"
28951,"array([1963.32570808, 8565.58866136])"
28952,"array([-1593.27868078, 10304.4999072 ])"
28953,"array([6573.71423314, 1070.26493643])"
28954,"array([-5339.25469425,  5973.65000134])"
28955,"array([ 6588.08638371, -7549.91719065])"
28956,"array([5053.01485563, 3156.18753849])"
28957,"array([8412.03815451, 2603.61110557])"
28958,"array([ 5429.14106852, -3179.30438421])"
28959,"array([-3460.45659847, -7555.20315421])"
28960,"array([ 5870.14535551, -1569.60888612])"
28961,"array([-3823.16248977,   968.87977419])"
28962,"array([4523.97385184, 1349.6955103 ])"
28963,"array([ 6878.52346876, -3289.93191357])"
28964,"array([-10193.75859246,   3806.54660858])"
28965,"array([ 7762.67069435, -1496.49052106])"
28966,"array([ 141.1573599 , -164.95126273])"
28967,"array([149.4762103 , 558.03238275])"
28968,"array([1415.89732157, 8601.89386864])"
28969,"array([-8705.08726153,  1433.27084407])"
28970,"array([-132.64892627,  175.06719095])"
28971,"array([  96.56351056, -457.52319567])"
28972,"array([7885.69914221, 2043.11295624])"
28973,"array([-6452.47217058,  4153.43653099])"
28974,"array([ 547.59138584, 1435.66255065])"
28975,"array([-5802.13302927,  8387.57996246])"
28976,"array([-8977.25419751, -4881.66262504])"
28977,"array([7680.38362431, 6259.94244371])"
28978,"array([1979.8231079 , -678.91817926])"
28979,"array([-3500.60270661, -9529.08038644])"
28980,"array([6524.42208206, 6801.89444358])"
28981,"array([8127.19208416,  812.82036805])"
28982,"array([ 382.54740733, 7659.03547891])"
28983,"array([ 3015.15594449, -3225.86860593])"
28984,"array([-4445.59265136, -7875.61046266])"
28985,"array([-1679.80757757, -7080.40584261])"
28986,"array([-763.61192489,  230.22769154])"
28987,"array([  143.58889081, -1544.58535835])"
28988,"array([-162.48135318, -252.5090356 ])"
28989,"array([-1526.07516064, -4872.52417427])"
28990,"array([-1659.91904813,  8638.81343576])"
28991,"array([642.44738107, 100.6281256 ])"
28992,"array([-7332.5030063 ,  4967.59920344])"
28993,"array([ 2471.31389572, -6869.45277752])"
28994,"array([-3965.05902123, -1321.63636473])"
28995,"array([ 7353.26110644, -2259.59218463])"
28996,"array([-5643.56775677,  2509.23676476])"
28997,"array([-392.4159721 ,  986.84920444])"
28998,"array([453.59633792, 642.19568568])"
28999,"array([ 1389.55831549, -2865.88329963])"
29000,"array([  86.26360528, -512.1966852 ])"
29001,"array([-7719.78049693,  1273.60709335])"
29002,"array([-3955.86818949,  2630.29715768])"
29003,"array([7910.7715855 ,  358.12811183])"
29004,"array([4569.47023585, 4786.94265381])"
29005,"array([1505.67963819,  399.91019722])"
29006,"array([ 4406.18774838, -9372.56424261])"
29007,"array([-8791.79871579, -4480.45709964])"
29008,"array([-7076.11643638, -2666.36055726])"
29009,"array([-4409.06131049, -4301.56435921])"
29010,"array([ 4027.89667125, -5552.86363068])"
29011,"array([ 3073.31797151, -7201.62143225])"
29012,"array([1094.33590915, 4103.31531439])"
29013,"array([-5855.96033724,  2956.2277856 ])"
29014,"array([ 4915.07827091, -6132.93221726])"
29015,"array([-3559.69204531, -6222.51927259])"
29016,"array([-5196.82578249,  -559.38500664])"
29017,"array([-152.87759673, -189.28615457])"
29018,"array([ 494.97546778, 1448.82606721])"
29019,"array([-7050.18815883, -2314.44621067])"
29020,"array([ 6107.97167678, -1790.53555327])"
29021,"array([   39.76823255, -4505.90506553])"
29022,"array([-4619.05999957, -2334.15979193])"
29023,"array([-2402.88033064, -5777.10689065])"
29024,"array([ 1494.11086878, -4985.35773387])"
29025,"array([-2073.11480909, -3367.10830621])"
29026,"array([-8303.87294468, -1332.58909447])"
29027,"array([-5220.27383233,  3070.56942863])"
29028,"array([4046.7356992 , 5226.60998111])"
29029,"array([-3995.46982832, -2788.69430235])"
29030,"array([-255.53930784, 8748.61841192])"
29031,"array([-6086.91168087,  8373.8119724 ])"
29032,"array([ 1607.17140507, 10619.38882332])"
29033,"array([-4087.93232614, -8464.04189762])"
29034,"array([-203.12868627, 4565.48072926])"
29035,"array([1829.00551424, 3449.91180674])"
29036,"array([-7128.97728337,  6674.57440791])"
29037,"array([  942.69604004, -6731.51070119])"
29038,"array([3605.79174993, 2970.82485792])"
29039,"array([  -66.16026524, -5522.90425733])"
29040,"array([9958.17190914,  146.17213174])"
29041,"array([ 4228.54735479, -8979.75764521])"
29042,"array([1242.01554167, 6310.4248804 ])"
29043,"array([5829.53921795,  183.58445286])"
29044,"array([ 519.20117288, 1213.30426292])"
29045,"array([661.75029139, 108.40225275])"
29046,"array([4971.51869746, 5557.1922105 ])"
29047,"array([4143.85586693, 8432.62154286])"
29048,"array([8779.2154713 , 6374.74759236])"
29049,"array([4805.0847049 , 2289.53440598])"
29050,"array([-3547.70015869, -4686.95118169])"
29051,"array([2313.08343868, 5915.49924965])"
29052,"array([9073.92295517, 3899.23784753])"
29053,"array([-7194.29910622,  2256.03882334])"
29054,"array([10584.97307036,    85.50746959])"
29055,"array([5739.92673618, 1792.1086522 ])"
29056,"array([-1480.74488157,  3322.26704507])"
29057,"array([ 3830.41771405, -3684.99661526])"
29058,"array([5364.89870451, 2271.72369708])"
29059,"array([5867.67734825, 5340.49119049])"
29060,"array([ 3781.16900534, -9326.52117253])"
29061,"array([1387.82774137, 2044.22998442])"
29062,"array([-3139.41370256, -5421.70486597])"
29063,"array([-5445.11725362,  2535.03208615])"
29064,"array([2168.41707353, 4636.94291988])"
29065,"array([ 641.58454084, 8501.16501916])"
29066,"array([-918.91975039, 2336.24479694])"
29067,"array([ 4259.68431144, 10211.91552844])"
29068,"array([378.41332901, 157.42518784])"
29069,"array([-1148.34856964,   184.22232283])"
29070,"array([ 3578.68862121, -3989.47649977])"
29071,"array([5599.05077663, 4651.00821445])"
29072,"array([9819.84518081,  611.07807641])"
29073,"array([-365.22247197, 5897.04429813])"
29074,"array([ 157.24861654, 8673.66669599])"
29075,"array([ 6886.51920564, -3064.55895585])"
29076,"array([-4447.77619239,   249.7414639 ])"
29077,"array([-2459.24284803,  6354.47658492])"
29078,"array([6682.88053003, 6356.90770277])"
29079,"array([-1244.18394928, -8998.80677554])"
29080,"array([-2280.83588966, -4122.07298759])"
29081,"array([-8033.45423754,   -17.6079036 ])"
29082,"array([ 6953.59663803, -2242.09665418])"
29083,"array([ 7740.27968476, -1573.24426579])"
29084,"array([6480.60603944, 5359.15050817])"
29085,"array([  28.26982921, 8930.99174683])"
29086,"array([1968.26374172, 8928.78009562])"
29087,"array([5027.08474426, 2977.78389337])"
29088,"array([8145.74187622, -651.47008994])"
29089,"array([7684.61629101, 2850.22748137])"
29090,"array([-8004.83821255, -1991.93881718])"
29091,"array([-8703.03421888, -4518.02462194])"
29092,"array([ 1013.89451187, -6745.95169784])"
29093,"array([ 6624.42425747, -8363.83216035])"
29094,"array([-7188.53351804,  4594.01709872])"
29095,"array([6844.74342935, 1183.24384057])"
29096,"array([6836.0224398 , 3917.87400995])"
29097,"array([ 2508.67538126, -6158.65936257])"
29098,"array([-6384.5554381 ,  -814.32861313])"
29099,"array([-688.16017516, 4376.07705671])"
29100,"array([ 8035.97458228, -5275.7466168 ])"
29101,"array([ 3876.86990585, -3208.28290354])"
29102,"array([8454.72695431, 1376.27692682])"
29103,"array([-3039.90815456, -1174.10488005])"
29104,"array([5617.41525949, 1309.22214538])"
29105,"array([-3196.95498468,  8966.35763142])"
29106,"array([204.93653492, -52.8565415 ])"
29107,"array([10381.43674342,  4291.44410867])"
29108,"array([10199.47460561, -3237.59010252])"
29109,"array([ 2216.12795088, -3195.7966084 ])"
29110,"array([-4934.83886547,  6498.21606383])"
29111,"array([4815.03231219, 4952.75254882])"
29112,"array([2152.01279662, 5693.52712988])"
29113,"array([-1138.2529144, -3857.8664914])"
29114,"array([ 4464.81273142, -1234.85512935])"
29115,"array([-2719.625328  ,  6633.27984486])"
29116,"array([-8503.00827716, -1681.13931293])"
29117,"array([  57.85647242, -789.32206701])"
29118,"array([ -525.37142336, -8218.26137328])"
29119,"array([-5343.26450806, -1392.69876807])"
29120,"array([-4879.75097446,  8960.48003881])"
29121,"array([-6639.6296754 ,  5572.33056988])"
29122,"array([9214.76165164, 4380.03690171])"
29123,"array([5564.52929743,  959.78572548])"
29124,"array([2331.9755544 , 7734.42472894])"
29125,"array([149.58451459, 228.5278612 ])"
29126,"array([3849.54998638, 6819.48931903])"
29127,"array([  498.07039655, -1766.91326717])"
29128,"array([-8914.42075219,  -406.57317689])"
29129,"array([ 496.59808322, -823.32273045])"
29130,"array([ 8935.24692953, -4286.74914251])"
29131,"array([  548.50866734, -2910.50650307])"
29132,"array([2569.60985283, 6676.5375768 ])"
29133,"array([3389.28275227, 3221.13004537])"
29134,"array([1771.72826588, -381.70943739])"
29135,"array([-7909.08140448, -3130.0375398 ])"
29136,"array([-6743.02446125, -3747.72150802])"
29137,"array([ 7375.76116946, -2456.60254711])"
29138,"array([-284.15290915, 4899.31188331])"
29139,"array([1853.53503572, 4501.84252665])"
29140,"array([-6493.65742523,  3540.15255912])"
29141,"array([-2465.70890678,  8129.6960111 ])"
29142,"array([ 6767.30769138, -6743.14883043])"
29143,"array([-3938.6810912, -6666.0621414])"
29144,"array([ -773.96082948, -6989.84719028])"
29145,"array([10306.04096356,  1946.68139177])"
29146,"array([9084.52092223, -366.56363728])"
29147,"array([ 4560.6769365 , -6940.61299136])"
29148,"array([1696.95592627, 4592.25562174])"
29149,"array([-5380.16337981,  6531.88293478])"
29150,"array([-1940.87438286,  3242.83945935])"
29151,"array([-1452.1528706 , -7538.47281266])"
29152,"array([ 3814.42874432, 10099.70332466])"
29153,"array([ 4612.88580235, -2384.34973248])"
29154,"array([-7433.01236326, -6838.96140321])"
29155,"array([6619.66445998, 6063.85779033])"
29156,"array([ -999.22652248, -6475.60047098])"
29157,"array([-2171.00361883,  3737.36274664])"
29158,"array([1275.87432146, 7093.50160895])"
29159,"array([ 7335.95740946, -5373.36389353])"
29160,"array([  384.8417    , -4776.90845719])"
29161,"array([ 8411.8658655 , -2714.93335062])"
29162,"array([7119.98961752, -642.51393535])"
29163,"array([-3719.58164235, -2570.23860342])"
29164,"array([-4596.21831473,  6682.82563367])"
29165,"array([-3914.20266552,  3418.05333385])"
29166,"array([-7438.75677639, -5370.73913215])"
29167,"array([-4046.1682486 , -7255.61322916])"
29168,"array([ 5513.30445015, -2073.97627137])"
29169,"array([-6209.7852155 ,  -441.23273805])"
29170,"array([-2361.6711659 , -3502.57004106])"
29171,"array([7620.1566105 , 6633.62872342])"
29172,"array([-7520.61865518,   106.24981744])"
29173,"array([ 1865.33324845, 10042.27467811])"
29174,"array([ 8019.10157816, -5620.0815696 ])"
29175,"array([   13.55584335, -8876.51081685])"
29176,"array([-7813.06526394, -4612.58306103])"
29177,"array([ 2117.84584371, -5436.91309567])"
29178,"array([-6893.8818841 , -7071.61198836])"
29179,"array([-7772.04503276, -1288.94033974])"
29180,"array([8909.73500484, 4807.25086301])"
29181,"array([265.77963105, 138.89649138])"
29182,"array([8558.24080332, -773.24407123])"
29183,"array([2557.9853284 , 4817.08005621])"
29184,"array([1119.65533511, 1145.56805847])"
29185,"array([ 7276.3473615 , -2087.10620909])"
29186,"array([4570.30714967, -360.44285514])"
29187,"array([5849.49780144, 5572.85917348])"
29188,"array([-4501.99480114,  9045.61577006])"
29189,"array([6983.37894115, 5782.30170958])"
29190,"array([-6554.37628277,  7950.58133863])"
29191,"array([8232.3978896 , 3757.22178988])"
29192,"array([3032.43348933, 4786.98177266])"
29193,"array([-4504.46875554,   299.5770648 ])"
29194,"array([-5935.34488578,  2180.03088945])"
29195,"array([-7204.95879554,  2119.92475613])"
29196,"array([4759.39417473, 8652.44277873])"
29197,"array([ -449.22353024, -7598.55539821])"
29198,"array([   721.15040262, -10478.92860023])"
29199,"array([-8358.02956467,  7050.9958213 ])"
29200,"array([ 2660.83947667, -4656.62448928])"
29201,"array([  111.24737593, -2322.41897313])"
29202,"array([-7772.83252884, -3091.84396627])"
29203,"array([-5137.62136362,  8845.60807896])"
29204,"array([2780.49067972, 3032.7562952 ])"
29205,"array([185.00865332, 405.81883639])"
29206,"array([-1912.36884185, -7062.57977266])"
29207,"array([2835.42077108, 1553.64535256])"
29208,"array([-4692.63114662,  6879.65117056])"
29209,"array([ 1822.19037227, -3258.44860085])"
29210,"array([-2543.20687616, -8822.62714379])"
29211,"array([ 3942.49212615, -3371.34831686])"
29212,"array([  504.49250119, -4010.67464944])"
29213,"array([-6459.41459335, -6486.57328371])"
29214,"array([267.86161342, 286.51056728])"
29215,"array([7504.15525561, 6906.92142633])"
29216,"array([-9604.26741754, -1081.55336768])"
29217,"array([ 432.07336123, 3185.54742433])"
29218,"array([  433.19401475, -6385.42885834])"
29219,"array([-2312.60741102, -2954.82627428])"
29220,"array([1310.41661293, -383.25532001])"
29221,"array([-5526.94128567, -9085.51486843])"
29222,"array([6930.58905217, 5933.5886049 ])"
29223,"array([-8205.24758691,  1161.4786844 ])"
29224,"array([4385.98432816, 7867.69274782])"
29225,"array([-6947.95943036,  1858.37775407])"
29226,"array([ -803.15801161, -4239.81773387])"
29227,"array([-7164.85126524, -1161.82393789])"
29228,"array([-5298.04432697,  6690.83726681])"
29229,"array([ 8147.48384043, -2140.40321414])"
29230,"array([-3070.77750598, -3593.06765142])"
29231,"array([-6146.60936312, -1998.15237515])"
29232,"array([-3622.17590691,  7046.0138984 ])"
29233,"array([ 4858.88304912, -2796.5791024 ])"
29234,"array([-3427.9004715 ,  7417.97236358])"
29235,"array([-102.40403131, 6057.99510957])"
29236,"array([-8361.76098543, -6231.61753172])"
29237,"array([ -13.01168861, -920.94210119])"
29238,"array([-4928.33936859,  6781.41615529])"
29239,"array([ 6401.06535536, -1625.74020075])"
29240,"array([ 5478.02991264, -5735.62148196])"
29241,"array([-6457.75243293,  3127.10945631])"
29242,"array([-3978.29432486,  5439.98151009])"
29243,"array([  429.73700206, -6144.17373659])"
29244,"array([ 5259.25850941, -1761.49665375])"
29245,"array([4729.21499874, 8965.64237478])"
29246,"array([8584.58833333, 5367.84019333])"
29247,"array([3830.33836474,  679.79879295])"
29248,"array([-5455.35496453,  3288.79832898])"
29249,"array([-4359.08722926,  7879.01628322])"
29250,"array([8277.5958231 , -354.62732758])"
29251,"array([8913.81528251, 5889.11754722])"
29252,"array([-5331.24182574,  1164.22938614])"
29253,"array([-7604.02294771,  4857.80143662])"
29254,"array([ 6864.00063168, -2880.11758349])"
29255,"array([6123.73823104, 8593.93244487])"
29256,"array([1034.21005545,   89.71250177])"
29257,"array([6115.30463505,  691.08370869])"
29258,"array([5252.60944182, 2197.68214832])"
29259,"array([-2334.25248623,  6199.82177584])"
29260,"array([ 231.9621547, 1755.2978418])"
29261,"array([7030.15435685, 5482.23006917])"
29262,"array([-492.74268615, 6381.80879643])"
29263,"array([-9283.38613722, -2227.51346198])"
29264,"array([7230.93154977, 5789.32771256])"
29265,"array([ 2356.12804236, -3026.81658805])"
29266,"array([5832.40910791, -821.68757632])"
29267,"array([10782.29327068,   709.87741173])"
29268,"array([  705.22644358, 10861.98398467])"
29269,"array([-2055.89256802, -7476.91860344])"
29270,"array([-3756.71573047, -3031.15307719])"
29271,"array([-1120.05933082, -4054.01538805])"
29272,"array([-4495.42658993,  1633.36963805])"
29273,"array([ -338.73497286, -9104.06245842])"
29274,"array([-2930.99729841,   517.00958344])"
29275,"array([8879.91415136, 2114.39658797])"
29276,"array([ 6599.83431701, -3810.07267149])"
29277,"array([-4680.82580464,  -725.62144147])"
29278,"array([5010.91814141, 3047.29909921])"
29279,"array([-4982.1356705 ,  -499.84244841])"
29280,"array([-4021.71507353,  5755.79469823])"
29281,"array([-7951.0728402 , -2204.88300004])"
29282,"array([-5410.47805734, -1426.30213274])"
29283,"array([-2226.60219456, -8045.33517366])"
29284,"array([-3985.6746992 , -4100.27454405])"
29285,"array([6047.95709595, 4319.47256896])"
29286,"array([-3719.39991905, -7034.71024251])"
29287,"array([6005.84341592, 1285.38432242])"
29288,"array([6428.56646518, 2672.17974722])"
29289,"array([ 2252.83477015, -9117.38111375])"
29290,"array([ 6933.30808429, -1863.12927072])"
29291,"array([122.04453627, -90.09801173])"
29292,"array([ -41.91585152, -423.28739364])"
29293,"array([-9034.30736968,  5542.46418905])"
29294,"array([-9282.5557942 , -3107.46373409])"
29295,"array([ 5559.45102639, -3250.17097382])"
29296,"array([-9908.33019616, -3901.67956377])"
29297,"array([-2400.84434203, -1921.93217834])"
29298,"array([-9132.94966836,  3998.61807309])"
29299,"array([-2416.11613775,  9844.40020818])"
29300,"array([ 1202.80250636, -6864.11075414])"
29301,"array([ 361.1473891, 3157.1681453])"
29302,"array([-440.48194011,  307.88455835])"
29303,"array([7750.4407293 , 2891.89599654])"
29304,"array([-2979.87076215, -4558.80104038])"
29305,"array([-4398.86777675, -3325.40277657])"
29306,"array([-2750.95197489, -7641.44201198])"
29307,"array([ 4024.07219185, -2234.81041239])"
29308,"array([ 6180.99991607, -5750.60227689])"
29309,"array([700.46029514, 839.06345507])"
29310,"array([ 4614.99424784, -1309.26883368])"
29311,"array([10245.56153837, -1268.9813022 ])"
29312,"array([-422.71519683,  445.13968559])"
29313,"array([ 3606.48638547, -4060.69122472])"
29314,"array([1656.48773874, 7251.87196256])"
29315,"array([ -881.26442538, -3463.60946653])"
29316,"array([ 9034.06932183, -3096.3452947 ])"
29317,"array([-1550.8080468,  5455.9023709])"
